Unnamed: 0,Best,Brussel,Luxumburg,Month
Part 87,2,5,8,7
Part 88,8,2,7,7
Part 89,8,2,9,7
Part 90,9,9,7,7
Part 91,4,6,10,7
Part 92,10,3,6,7
Part 93,3,8,9,7
Part 94,5,5,2,7
Part 95,5,1,1,7
Part 96,1,3,9,7
Part 97,8,3,3,7
Part 98,4,8,1,7
Part 99,6,6,4,7
Part 100,8,5,2,7
Part 101,8,5,5,7
Part 102,10,4,2,7
Part 103,6,4,8,7
Part 104,8,8,7,7
Part 105,7,2,6,7
Part 106,1,2,10,7
Part 107,2,8,5,7
Part 108,6,6,7,7
Part 109,5,10,4,7
Part 110,2,7,2,7
Part 111,3,8,2,7
Part 112,4,2,6,7
Part 113,9,3,5,7
Part 114,4,6,7,7
Part 115,8,1,9,7
Part 116,3,5,9,7
Part 117,3,6,3,7
Part 118,9,8,7,7
Part 119,6,4,1,7
Part 120,1,9,5,7
Part 121,10,4,6,7
Part 122,3,2,8,7
Part 123,7,6,4,7
Part 124,4,10,9,7
Part 125,1,2,10,7
Part 126,10,2,8,7
Part 127,10,2,7,7
Part 128,10,8,4,7
Part 129,4,10,9,7
Part 130,2,7,10,7
Part 131,1,2,9,7
Part 132,4,6,3,7
Part 133,9,4,6,7
Part 134,3,1,4,7
Part 135,7,9,2,7
Part 136,4,2,1,7
Part 137,8,3,10,7
Part 138,4,1,4,7
Part 139,4,6,4,7
Part 140,9,9,7,7
Part 141,2,2,8,7
Part 142,6,8,1,7
Part 143,3,9,4,7
Part 144,8,7,8,7
Part 145,7,9,2,7
Part 146,1,5,5,7
Part 147,3,9,1,7
Part 148,2,9,9,7
Part 149,6,10,5,7
Part 150,8,1,6,7
Part 151,8,2,2,7
Part 152,3,5,8,7
Part 153,8,9,1,7
Part 154,9,5,10,7
Part 155,8,5,4,7
Part 156,10,5,2,7
Part 157,7,2,4,7
Part 158,5,1,1,7
Part 159,6,1,5,7
Part 160,1,10,9,7
Part 161,10,10,10,7
Part 162,3,4,3,7
Part 163,4,7,8,7
Part 164,5,10,5,7
Part 165,5,2,1,7
Part 166,2,1,8,7
Part 167,3,4,9,7
Part 168,1,5,7,7
Part 169,4,2,3,7
Part 170,7,10,1,7
Part 171,3,7,5,7
Part 172,1,6,1,7
Part 173,6,7,3,7
Part 174,1,7,4,7
Part 175,5,10,9,7
Part 176,10,9,8,7
Part 177,1,9,7,7
Part 178,10,6,7,7
Part 179,8,1,6,7
Part 180,5,7,3,7
Part 181,9,10,7,7
Part 182,4,9,1,7
Part 183,10,6,7,7
Part 184,9,7,9,7
Part 185,5,3,6,7
Part 186,10,6,8,7
Part 187,2,1,3,7
Part 188,10,4,3,7
Part 189,2,2,2,7
Part 190,4,3,3,7
Part 191,7,9,8,7
Part 192,10,4,7,7
Part 193,5,10,1,7
Part 194,10,7,3,7
Part 195,6,8,6,7
Part 196,10,6,8,7
Part 197,1,6,9,7
Part 198,4,5,6,7
Part 199,3,5,10,7
Part 200,3,3,2,7
Part 201,6,2,5,7
Part 202,5,2,6,7
Part 203,5,8,5,7
Part 204,8,3,3,7
Part 205,1,3,1,7
Part 206,7,10,3,7
Part 207,5,5,7,7
Part 208,5,9,9,7
Part 209,5,8,2,7
Part 210,5,7,9,7
Part 211,4,8,7,7
Part 212,2,8,5,7
Part 213,5,8,5,7
Part 214,3,3,9,7
Part 215,1,3,1,7
Part 216,8,2,8,7
Part 217,5,2,4,7
Part 218,6,7,6,7
Part 219,8,2,1,7
Part 220,7,3,10,7
Part 221,10,5,7,7
Part 222,8,1,5,7
Part 223,3,10,10,7
Part 224,10,4,2,7
Part 225,9,4,4,7
Part 226,4,8,8,7
Part 227,3,2,2,7
Part 228,8,6,3,7
Part 229,8,4,3,7
Part 230,5,2,1,7
Part 231,7,8,2,7
Part 232,6,5,10,7
Part 233,2,5,4,7
Part 234,6,7,9,7
Part 235,1,8,7,7
Part 236,4,5,2,7
Part 237,2,2,1,7
Part 238,6,5,7,7
Part 239,3,6,9,7
Part 240,9,9,9,7
Part 241,3,8,7,7
Part 242,4,7,3,7
Part 243,2,3,2,7
Part 244,6,3,6,7
Part 245,3,7,4,7
Part 246,2,7,6,7
Part 247,10,6,3,7
Part 248,10,10,4,7
Part 249,3,10,8,7
Part 250,4,7,4,7
Part 251,10,4,3,7
Part 252,8,1,3,7
Part 253,3,3,10,7
Part 254,4,10,6,7
Part 255,1,1,6,7
Part 256,10,4,2,7
Part 257,3,8,6,7
Part 258,1,9,3,7
Part 259,10,6,1,7
Part 260,7,2,6,7
Part 261,5,3,8,7
Part 262,3,6,4,7
Part 263,1,4,8,7
Part 264,5,1,8,7
Part 265,6,3,3,7
Part 266,8,10,10,7
Part 267,3,4,10,7
Part 268,2,2,7,7
Part 269,10,2,5,7
Part 270,7,8,7,7
Part 271,10,6,4,7
Part 272,5,3,3,7
Part 273,1,8,3,7
Part 274,2,9,6,7
Part 275,9,9,9,7
Part 276,9,5,6,7
Part 277,6,9,7,7
Part 278,9,8,7,7
Part 279,8,7,4,7
Part 280,2,4,10,7
Part 281,4,4,2,7
Part 282,3,10,10,7
Part 283,5,3,8,7
Part 284,7,7,1,7
Part 285,5,4,10,7
Part 286,2,2,9,7
Part 287,4,5,2,7
Part 288,3,6,9,7
Part 289,6,3,7,7
Part 290,1,4,4,7
Part 291,3,5,10,7
Part 292,9,4,6,7
Part 293,6,2,3,7
Part 294,6,6,5,7
Part 295,5,10,2,7
Part 296,8,1,5,7
Part 297,3,2,3,7
Part 298,2,8,8,7
Part 299,7,9,8,7
Part 300,7,8,6,7
Part 301,10,3,5,7
Part 302,6,9,6,7
Part 303,9,2,10,7
Part 304,6,1,9,7
Part 305,10,8,3,7
Part 306,6,6,5,7
Part 307,4,4,9,7
Part 308,1,5,9,7
Part 309,5,7,8,7
Part 310,2,10,10,7
Part 311,1,10,2,7
Part 312,3,3,7,7
Part 313,4,6,7,7
Part 314,7,10,3,7
Part 315,7,3,4,7
Part 316,4,6,4,7
Part 317,8,9,3,7
Part 318,1,6,1,7
Part 319,1,3,1,7
Part 320,1,1,7,7
Part 321,1,5,10,7
Part 322,2,10,5,7
Part 323,5,5,10,7
Part 324,6,8,9,7
Part 325,10,6,6,7
Part 326,8,1,8,7
Part 327,8,5,3,7
Part 328,10,10,9,7
Part 329,6,3,8,7
Part 330,9,3,9,7
Part 331,2,7,8,7
Part 332,3,1,8,7
Part 333,6,3,3,7
Part 334,4,9,3,7
Part 335,7,4,9,7
Part 336,4,2,5,7
Part 337,8,6,4,7
Part 338,7,8,7,7
Part 339,5,10,2,7
Part 340,5,5,8,7
Part 341,2,6,1,7
Part 342,1,3,4,7
Part 343,4,9,1,7
Part 344,9,8,6,7
Part 345,2,9,2,7
Part 346,8,5,7,7
Part 347,5,7,9,7
Part 348,1,1,1,7
Part 349,6,10,5,7
Part 350,7,3,9,7
Part 351,9,9,3,7
Part 352,7,10,1,7
Part 353,6,8,1,7
Part 354,8,8,10,7
Part 355,6,1,6,7
Part 356,1,3,2,7
Part 357,4,9,7,7
Part 358,5,1,6,7
Part 359,2,3,7,7
Part 360,8,10,4,7
Part 361,3,5,9,7
Part 362,7,6,9,7
Part 363,7,10,8,7
Part 364,6,10,2,7
Part 365,3,6,9,7
Part 366,5,4,9,7
Part 367,4,8,7,7
Part 368,5,6,3,7
Part 369,8,1,8,7
Part 370,10,6,10,7
Part 371,1,2,6,7
Part 372,4,4,10,7
Part 373,7,9,6,7
Part 374,3,3,7,7
Part 375,7,3,3,7
Part 376,9,10,8,7
Part 377,7,9,2,7
Part 378,2,4,7,7
Part 379,9,3,9,7
Part 380,1,1,5,7
Part 381,10,9,4,7
Part 382,8,1,6,7
Part 383,1,1,9,7
Part 384,3,3,8,7
Part 385,3,6,10,7
Part 386,6,1,3,7
Part 387,6,7,5,7
Part 388,2,3,9,7
Part 389,8,8,9,7
Part 390,2,6,5,7
Part 391,10,6,6,7
Part 392,2,8,7,7
Part 393,10,10,7,7
Part 394,9,9,8,7
Part 395,6,5,5,7
Part 396,3,8,7,7
Part 397,3,1,7,7
Part 398,2,8,8,7
Part 399,8,2,2,7
Part 400,8,2,3,7
Part 401,8,5,6,7
Part 402,1,7,6,7
Part 403,7,6,5,7
Part 404,4,5,1,7
Part 405,10,10,4,7
Part 406,5,4,10,7
Part 407,8,2,2,7
Part 408,5,7,7,7
Part 409,9,3,3,7
Part 410,1,9,7,7
Part 411,3,2,4,7
Part 412,10,4,6,7
Part 413,7,9,3,7
Part 414,6,6,2,7
Part 415,3,3,7,7
Part 416,6,2,1,7
Part 417,2,8,5,7
Part 418,7,7,2,7
Part 419,1,2,7,7
Part 420,1,10,9,7
Part 421,4,1,5,7
Part 422,9,9,5,7
Part 423,7,8,3,7
Part 424,9,1,7,7
Part 425,7,9,1,7
Part 426,3,6,9,7
Part 427,1,8,10,7
Part 428,8,4,6,7
Part 429,9,9,7,7
Part 430,1,7,1,7
Part 431,9,3,1,7
Part 432,6,3,4,7
Part 433,2,7,10,7
Part 434,8,5,1,7
Part 435,5,6,4,7
Part 436,8,7,3,7
Part 437,2,10,3,7
Part 438,8,10,2,7
Part 439,7,3,5,7
Part 440,3,3,1,7
Part 441,3,9,8,7
Part 442,6,7,7,7
Part 443,6,5,5,7
Part 444,9,2,1,7
Part 445,5,8,7,7
Part 446,10,10,10,7
Part 447,4,3,5,7
Part 448,1,4,1,7
Part 449,1,9,4,7
Part 450,10,10,10,7
Part 451,3,3,3,7
Part 452,5,5,6,7
Part 453,10,9,4,7
Part 454,1,1,9,7
Part 455,6,7,10,7
Part 456,4,1,2,7
Part 457,5,2,8,7
Part 458,4,5,3,7
Part 459,6,2,2,7
Part 460,8,5,4,7
Part 461,6,8,9,7
Part 462,7,2,6,7
Part 463,7,5,4,7
Part 464,6,8,2,7
Part 465,3,8,3,7
Part 466,6,4,6,7
Part 467,1,8,9,7
Part 468,10,3,8,7
Part 469,4,9,7,7
Part 470,7,10,1,7
Part 471,2,4,8,7
Part 472,4,5,4,7
Part 473,7,8,5,7
Part 474,4,10,5,7
Part 475,4,4,7,7
Part 476,8,2,3,7
Part 477,8,5,1,7
Part 478,10,5,8,7
Part 479,8,9,1,7
Part 480,2,4,7,7
Part 481,10,10,2,7
Part 482,6,5,4,7
Part 483,10,3,3,7
Part 484,4,1,8,7
Part 485,5,8,1,7
Part 486,2,3,3,7
Part 487,3,5,5,7
Part 488,9,7,4,7
Part 489,1,1,6,7
Part 490,4,3,7,7
Part 491,4,4,9,7
Part 492,2,1,10,7
Part 493,2,7,8,7
Part 494,3,2,4,7
Part 495,8,4,9,7
Part 496,10,6,5,7
Part 497,4,6,1,7
Part 498,5,4,1,7
Part 499,10,1,6,7
Part 500,1,6,7,7
Part 501,2,10,6,7
Part 502,10,10,2,7
Part 503,6,8,2,7
Part 504,10,2,5,7
Part 505,5,2,4,7
Part 506,10,3,4,7
Part 507,1,3,3,7
Part 508,7,1,2,7
Part 509,6,8,3,7
Part 510,7,9,4,7
Part 511,7,4,6,7
Part 512,5,9,9,7
Part 513,6,5,9,7
Part 514,2,4,10,7
Part 515,5,4,1,7
Part 516,1,8,4,7
Part 517,4,5,6,7
Part 518,4,9,4,7
Part 519,9,5,5,7
Part 520,9,3,8,7
Part 521,9,2,7,7
Part 522,4,7,10,7
Part 523,4,10,2,7
Part 524,10,3,7,7
Part 525,7,10,6,7
Part 526,10,6,3,7
Part 527,9,10,5,7
Part 528,6,10,4,7
Part 529,5,5,10,7
Part 530,10,2,5,7
Part 531,5,3,6,7
Part 532,6,3,4,7
Part 533,5,8,4,7
Part 534,10,2,7,7
Part 535,8,10,5,7
Part 536,9,3,4,7
Part 537,5,6,3,7
Part 538,1,10,7,7
Part 539,6,10,9,7
Part 540,9,8,5,7
Part 541,2,2,3,7
Part 542,3,6,8,7
Part 543,8,1,10,7
Part 544,6,3,3,7
Part 545,4,8,8,7
Part 546,8,3,8,7
Part 547,8,10,6,7
Part 548,10,7,6,7
Part 549,9,4,4,7
Part 550,10,7,10,7
Part 551,6,2,2,7
Part 552,4,9,7,7
Part 553,9,5,8,7
Part 554,9,1,4,7
Part 555,2,4,8,7
Part 556,7,7,3,7
Part 557,6,10,4,7
Part 558,3,9,7,7
Part 559,8,6,10,7
Part 560,8,2,2,7
Part 561,5,2,9,7
Part 562,1,3,10,7
Part 563,5,1,7,7
Part 564,8,1,4,7
Part 565,9,5,9,7
Part 566,3,8,4,7
Part 567,9,1,4,7
Part 568,5,8,7,7
Part 569,8,2,1,7
Part 570,9,5,5,7
Part 571,8,8,9,7
Part 572,9,8,6,7
Part 573,5,3,6,7
Part 574,2,10,5,7
Part 575,8,10,6,7
Part 576,7,5,1,7
Part 577,4,3,5,7
Part 578,7,7,9,7
Part 579,8,7,5,7
Part 580,7,1,10,7
Part 581,4,5,7,7
Part 582,5,8,6,7
Part 583,8,1,9,7
Part 584,1,10,4,7
Part 585,9,2,6,7
Part 586,4,1,5,7
Part 587,3,2,8,7
Part 588,4,8,6,7
Part 589,2,10,8,7
Part 590,1,8,8,7
Part 591,3,6,5,7
Part 592,3,2,8,7
Part 593,9,9,7,7
Part 594,3,8,9,7
Part 595,10,3,4,7
Part 596,1,5,8,7
Part 597,9,1,1,7
Part 598,5,4,5,7
Part 599,9,1,8,7
Part 600,7,10,3,7
Part 601,3,2,3,7
Part 602,3,5,3,7
Part 603,9,8,1,7
Part 604,6,7,10,7
Part 605,9,5,10,7
Part 606,4,2,8,7
Part 607,3,8,1,7
Part 608,6,8,6,7
Part 609,6,4,6,7
Part 610,10,2,10,7
Part 611,10,1,6,7
Part 612,3,8,10,7
Part 613,8,10,7,7
Part 614,2,7,9,7
Part 615,4,1,6,7
Part 616,6,3,7,7
Part 617,5,9,9,7
Part 618,1,1,1,7
Part 619,8,1,9,7
Part 620,4,8,10,7
Part 621,9,6,3,7
Part 622,4,3,5,7
Part 623,5,8,6,7
Part 624,9,7,9,7
Part 625,8,4,10,7
Part 626,2,2,9,7
Part 627,1,9,8,7
Part 628,10,1,4,7
Part 629,1,4,5,7
Part 630,5,8,1,7
Part 631,9,4,5,7
Part 632,4,7,1,7
Part 633,6,6,10,7
Part 634,5,5,5,7
Part 635,7,8,7,7
Part 636,4,4,6,7
Part 637,5,1,6,7
Part 638,5,3,7,7
Part 639,8,2,2,7
Part 640,9,2,9,7
Part 641,6,1,2,7
Part 642,6,6,2,7
Part 643,1,1,1,7
Part 644,5,10,8,7
Part 645,2,9,1,7
Part 646,2,10,9,7
Part 647,10,3,9,7
Part 648,3,10,6,7
Part 649,1,8,4,7
Part 650,2,10,9,7
Part 651,6,4,7,7
Part 652,8,4,4,7
Part 653,6,7,3,7
Part 654,10,8,7,7
Part 655,7,4,8,7
Part 656,1,7,9,7
Part 657,10,5,6,7
Part 658,4,10,9,7
Part 659,9,7,5,7
Part 660,4,10,6,7
Part 661,4,9,6,7
Part 662,3,5,2,7
Part 663,1,7,5,7
Part 664,3,6,3,7
Part 665,3,10,3,7
Part 666,8,10,3,7
Part 667,10,10,6,7
Part 668,4,1,2,7
Part 669,4,9,9,7
Part 670,2,9,6,7
Part 671,5,9,2,7
Part 672,8,5,5,7
Part 673,3,10,7,7
Part 674,7,4,6,7
Part 675,10,6,9,7
Part 676,10,4,5,7
Part 677,4,10,5,7
Part 678,1,8,10,7
Part 679,3,8,9,7
Part 680,8,6,2,7
Part 681,1,6,7,7
Part 682,8,6,3,7
Part 683,10,7,2,7
Part 684,6,5,8,7
Part 685,9,3,9,7
Part 686,9,1,3,7
Part 687,2,5,8,7
Part 688,9,5,4,7
Part 689,7,2,8,7
Part 690,10,10,10,7
Part 691,8,8,10,7
Part 692,5,2,1,7
Part 693,2,10,7,7
Part 694,1,3,3,7
Part 695,7,5,6,7
Part 696,2,4,2,7
Part 697,6,4,7,7
Part 698,8,6,7,7
Part 699,4,1,2,7
Part 700,4,7,9,7
Part 701,2,1,10,7
Part 702,7,8,6,7
Part 703,8,6,9,7
Part 704,6,7,4,7
Part 705,7,1,8,7
Part 706,9,3,9,7
Part 707,8,6,6,7
Part 708,10,10,8,7
Part 709,4,6,1,7
Part 710,10,4,6,7
Part 711,6,8,6,7
Part 712,7,5,1,7
Part 713,8,3,10,7
Part 714,5,1,3,7
Part 715,8,10,4,7
Part 716,7,1,10,7
Part 717,8,8,10,7
Part 718,1,3,7,7
Part 719,2,10,4,7
Part 720,7,5,4,7
Part 721,7,4,5,7
Part 722,4,9,6,7
Part 723,10,4,2,7
Part 724,8,5,5,7
Part 725,9,4,8,7
Part 726,10,5,1,7
Part 727,8,9,10,7
Part 728,10,7,5,7
Part 729,6,9,7,7
Part 730,8,1,3,7
Part 731,4,2,8,7
Part 732,5,2,6,7
Part 733,3,7,1,7
Part 734,10,2,10,7
Part 735,3,3,2,7
Part 736,2,6,6,7
Part 737,7,4,7,7
Part 738,1,1,10,7
Part 739,5,5,5,7
Part 740,5,2,6,7
Part 741,10,6,3,7
Part 742,8,3,3,7
Part 743,7,7,6,7
Part 744,7,9,6,7
Part 745,7,1,1,7
Part 746,5,6,10,7
Part 747,8,6,4,7
Part 748,4,7,7,7
Part 749,2,10,4,7
Part 750,3,3,9,7
Part 751,2,7,9,7
Part 752,2,7,8,7
Part 753,8,10,6,7
Part 754,6,9,1,7
Part 755,8,4,9,7
Part 756,3,1,9,7
Part 757,10,2,10,7
Part 758,1,2,9,7
Part 759,4,9,3,7
Part 760,6,3,8,7
Part 761,8,9,5,7
Part 762,8,3,9,7
Part 763,6,4,3,7
Part 764,3,8,1,7
Part 765,10,9,1,7
Part 766,10,8,2,7
Part 767,3,5,6,7
Part 768,2,6,9,7
Part 769,1,2,1,7
Part 770,10,8,6,7
Part 771,2,9,8,7
Part 772,1,1,5,7
Part 773,7,9,2,7
Part 774,10,3,9,7
Part 775,10,3,3,7
Part 776,7,6,1,7
Part 777,3,1,6,7
Part 778,7,10,3,7
Part 779,4,1,4,7
Part 780,5,10,9,7
Part 781,6,9,6,7
Part 782,5,3,10,7
Part 783,3,8,5,7
Part 784,1,9,9,7
Part 785,6,6,2,7
Part 786,5,8,7,7
Part 787,9,4,2,7
Part 788,4,5,9,7
Part 789,5,1,7,7
Part 790,2,1,10,7
Part 791,10,10,1,7
Part 792,3,8,7,7
Part 793,2,9,7,7
Part 794,6,5,2,7
Part 795,2,9,8,7
Part 796,7,7,10,7
Part 797,9,6,6,7
Part 798,9,9,8,7
Part 799,7,6,1,7
Part 800,8,1,7,7
Part 801,2,4,2,7
Part 802,6,1,4,7
Part 803,8,8,6,7
Part 804,6,9,1,7
Part 805,6,6,9,7
Part 806,1,5,1,7
Part 807,8,1,4,7
Part 808,6,1,1,7
Part 809,2,2,4,7
Part 810,9,5,9,7
Part 811,8,5,6,7
Part 812,6,2,7,7
Part 813,6,3,6,7
Part 814,4,10,8,7
Part 815,10,8,3,7
Part 816,8,1,5,7
Part 817,5,10,1,7
Part 818,4,8,6,7
Part 819,7,4,1,7
Part 820,2,3,3,7
Part 821,3,5,4,7
Part 822,8,6,4,7
Part 823,7,10,2,7
Part 824,1,8,6,7
Part 825,4,10,6,7
Part 826,6,2,8,7
Part 827,1,6,3,7
Part 828,9,10,6,7
Part 829,10,5,10,7
Part 830,3,5,6,7
Part 831,8,10,10,7
Part 832,9,10,9,7
Part 833,2,2,5,7
Part 834,4,9,6,7
Part 835,3,3,9,7
Part 836,1,2,5,7
Part 837,5,10,10,7
Part 838,8,2,6,7
Part 839,7,10,6,7
Part 840,4,8,7,7
Part 841,1,4,2,7
Part 842,5,7,5,7
Part 843,8,4,2,7
Part 844,5,10,1,7
Part 845,3,5,4,7
Part 846,4,9,2,7
Part 847,2,1,10,7
Part 848,4,4,5,7
Part 849,5,5,7,7
Part 850,6,9,4,7
Part 851,1,9,1,7
Part 852,7,7,10,7
Part 853,6,9,2,7
Part 854,7,8,7,7
Part 855,5,1,9,7
Part 856,9,5,6,7
Part 857,4,7,3,7
Part 858,8,9,6,7
Part 859,7,10,6,7
Part 860,7,7,8,7
Part 861,4,10,4,7
Part 862,7,2,4,7
Part 863,5,1,1,7
Part 864,2,5,5,7
Part 865,1,5,1,7
Part 866,5,3,10,7
Part 867,2,10,1,7
Part 868,4,5,3,7
Part 869,4,10,4,7
Part 870,7,9,6,7
Part 871,8,4,10,7
Part 872,10,7,8,7
Part 873,6,5,4,7
Part 874,1,6,3,7
Part 875,4,7,2,7
Part 876,1,5,10,7
Part 877,10,5,5,7
Part 878,6,5,9,7
Part 879,10,7,9,7
Part 880,8,5,4,7
Part 881,4,9,9,7
Part 882,1,7,4,7
Part 883,1,10,10,7
Part 884,8,2,5,7
Part 885,3,3,7,7
Part 886,1,8,4,7
Part 887,2,10,4,7
Part 888,6,9,8,7
Part 889,10,8,9,7
Part 890,8,3,7,7
Part 891,4,10,9,7
Part 892,1,10,7,7
Part 893,7,3,7,7
Part 894,9,8,3,7
Part 895,3,2,6,7
Part 896,7,5,6,7
Part 897,4,9,1,7
Part 898,3,2,1,7
Part 899,3,1,4,7
Part 900,3,6,9,7
Part 901,10,10,5,7
Part 902,5,1,3,7
Part 903,5,10,2,7
Part 904,5,9,7,7
Part 905,3,4,6,7
Part 906,8,1,8,7
Part 907,9,10,3,7
Part 908,9,7,7,7
Part 909,2,6,8,7
Part 910,8,1,1,7
Part 911,2,2,6,7
Part 912,6,3,8,7
Part 913,1,2,4,7
Part 914,10,8,1,7
Part 915,3,7,5,7
Part 916,5,3,7,7
Part 917,8,2,3,7
Part 918,4,6,8,7
Part 919,9,10,6,7
Part 920,8,4,10,7
Part 921,4,5,10,7
Part 922,1,3,7,7
Part 923,2,7,1,7
Part 924,9,2,3,7
Part 925,10,2,9,7
Part 926,7,3,6,7
Part 927,5,4,10,7
Part 928,2,3,10,7
Part 929,2,5,3,7
Part 930,8,6,8,7
Part 931,2,8,10,7
Part 932,2,5,4,7
Part 933,4,7,2,7
Part 934,6,2,5,7
Part 935,4,1,1,7
Part 936,3,3,9,7
Part 937,3,10,7,7
Part 938,4,2,8,7
Part 939,3,3,5,7
Part 940,9,1,5,7
Part 941,6,3,3,7
Part 942,10,5,2,7
Part 943,7,5,1,7
Part 944,3,9,2,7
Part 945,4,6,8,7
Part 946,7,2,9,7
Part 947,6,2,6,7
Part 948,2,10,10,7
Part 949,6,3,2,7
Part 950,7,3,1,7
Part 951,3,9,2,7
Part 952,2,4,4,7
Part 953,5,3,8,7
Part 954,10,5,5,7
Part 955,5,5,1,7
Part 956,8,5,4,7
Part 957,9,5,9,7
Part 958,2,10,4,7
Part 959,5,7,3,7
Part 960,4,4,7,7
Part 961,5,9,2,7
Part 962,4,8,9,7
Part 963,7,8,5,7
Part 964,2,7,9,7
Part 965,3,7,8,7
Part 966,3,2,2,7
Part 967,10,7,10,7
Part 968,6,4,3,7
Part 969,5,9,8,7
Part 970,6,1,4,7
Part 971,5,10,2,7
Part 972,5,4,6,7
Part 973,3,1,7,7
Part 974,8,4,3,7
Part 975,2,7,5,7
Part 976,10,7,3,7
Part 977,4,3,9,7
Part 978,3,6,1,7
Part 979,1,2,10,7
Part 980,5,8,2,7
Part 981,2,6,2,7
Part 982,10,10,6,7
Part 983,5,5,2,7
Part 984,10,5,6,7
Part 985,8,4,8,7
Part 986,8,10,4,7
Part 987,10,4,1,7
Part 988,9,1,2,7
Part 989,1,9,3,7
Part 990,2,9,1,7
Part 991,4,2,10,7
Part 992,7,4,6,7
Part 993,10,4,4,7
Part 994,8,6,3,7
Part 995,9,8,9,7
Part 996,8,4,4,7
Part 997,3,5,3,7
Part 998,3,7,9,7
Part 999,5,2,3,7
Part 1000,7,7,6,7
Part 1,4,3,5,8
Part 2,7,5,3,8
Part 3,10,4,2,8
Part 4,10,8,9,8
Part 5,2,3,10,8
Part 6,10,7,1,8
Part 7,10,10,6,8
Part 8,8,10,6,8
Part 9,6,7,1,8
Part 10,6,1,5,8
Part 11,3,6,9,8
Part 12,4,4,5,8
Part 13,7,2,3,8
Part 14,2,7,6,8
Part 15,10,7,5,8
Part 16,4,5,7,8
Part 17,10,1,6,8
Part 18,4,1,6,8
Part 19,2,5,1,8
Part 20,1,3,9,8
Part 21,8,8,1,8
Part 22,4,10,6,8
Part 23,10,2,7,8
Part 24,1,2,9,8
Part 25,3,10,1,8
Part 26,6,7,9,8
Part 27,9,1,10,8
Part 28,3,9,5,8
Part 29,3,2,7,8
Part 30,10,3,6,8
Part 31,8,9,2,8
Part 32,3,7,5,8
Part 33,8,7,2,8
Part 34,4,8,6,8
Part 35,9,2,4,8
Part 36,9,4,10,8
Part 37,9,7,2,8
Part 38,4,1,3,8
Part 39,9,6,5,8
Part 40,8,4,10,8
Part 41,10,10,2,8
Part 42,8,10,6,8
Part 43,1,2,8,8
Part 44,5,5,3,8
Part 45,8,10,5,8
Part 46,3,1,1,8
Part 47,7,3,10,8
Part 48,6,10,9,8
Part 49,10,2,3,8
Part 50,6,8,5,8
Part 51,3,1,5,8
Part 52,4,7,5,8
Part 53,6,6,3,8
Part 54,5,2,8,8
Part 55,3,1,9,8
Part 56,2,10,10,8
Part 57,5,3,7,8
Part 58,8,8,3,8
Part 59,8,2,6,8
Part 60,5,4,10,8
Part 61,6,10,4,8
Part 62,10,6,1,8
Part 63,2,10,4,8
Part 64,5,7,7,8
Part 65,5,6,3,8
Part 66,8,2,3,8
Part 67,2,1,1,8
Part 68,8,7,4,8
Part 69,10,6,1,8
Part 70,1,6,2,8
Part 71,6,9,6,8
Part 72,8,1,8,8
Part 73,5,2,2,8
Part 74,8,1,5,8
Part 75,5,3,9,8
Part 76,9,9,4,8
Part 77,3,9,6,8
Part 78,10,3,8,8
Part 79,4,5,8,8
Part 80,3,6,5,8
Part 81,9,8,10,8
Part 82,10,5,7,8
Part 83,6,9,5,8
Part 84,6,7,9,8
Part 85,5,1,6,8
Part 86,5,7,1,8
Part 87,10,9,4,8
Part 88,2,1,10,8
Part 89,6,10,8,8
Part 90,2,10,1,8
Part 91,10,3,3,8
Part 92,7,9,5,8
Part 93,3,5,7,8
Part 94,9,3,5,8
Part 95,7,8,7,8
Part 96,1,4,3,8
Part 97,2,10,7,8
Part 98,1,1,7,8
Part 99,8,9,7,8
Part 100,4,7,6,8
Part 101,3,6,6,8
Part 102,8,4,2,8
Part 103,7,9,4,8
Part 104,2,5,7,8
Part 105,10,8,9,8
Part 106,3,8,10,8
Part 107,6,6,6,8
Part 108,4,10,2,8
Part 109,10,1,7,8
Part 110,1,7,1,8
Part 111,1,7,8,8
Part 112,6,7,6,8
Part 113,6,2,5,8
Part 114,1,8,8,8
Part 115,2,3,9,8
Part 116,2,1,5,8
Part 117,4,1,2,8
Part 118,4,10,10,8
Part 119,7,1,3,8
Part 120,10,10,6,8
Part 121,4,5,4,8
Part 122,1,7,3,8
Part 123,10,7,2,8
Part 124,7,1,5,8
Part 125,7,4,7,8
Part 126,1,2,5,8
Part 127,5,2,5,8
Part 128,1,5,1,8
Part 129,1,3,6,8
Part 130,6,8,2,8
Part 131,3,5,8,8
Part 132,3,4,8,8
Part 133,3,10,5,8
Part 134,3,5,2,8
Part 135,5,9,4,8
Part 136,4,2,4,8
Part 137,5,10,1,8
Part 138,5,3,10,8
Part 139,9,6,9,8
Part 140,5,1,8,8
Part 141,8,8,9,8
Part 142,9,9,9,8
Part 143,5,9,7,8
Part 144,2,3,9,8
Part 145,4,1,9,8
Part 146,8,10,2,8
Part 147,5,7,1,8
Part 148,10,8,8,8
Part 149,7,5,4,8
Part 150,1,9,4,8
Part 151,3,8,8,8
Part 152,9,6,5,8
Part 153,6,9,5,8
Part 154,8,2,10,8
Part 155,5,7,7,8
Part 156,3,6,9,8
Part 157,3,2,8,8
Part 158,10,10,7,8
Part 159,2,8,7,8
Part 160,1,5,6,8
